ACC,AUC,Precision,Recall,AUPR,F1,LOSS
0.5039015606242497,0.5406942681033998,0.5338894681960376,0.061464585834333736,0.5020830021268152,0.11023791581440412,0.692519388307615
0.545078031212485,0.5688521362926924,0.5584982084436828,0.43037214885954383,0.5251759996723413,0.48613465319682686,0.688807259940085
0.5623649459783914,0.6084188681474991,0.6026476980833827,0.36614645858343337,0.5375840911349721,0.4555298334702412,0.685568047054604
0.5858343337334934,0.6480188618064272,0.6482172470978441,0.375390156062425,0.5556392955192027,0.4754447316405656,0.6821257923241136
0.6128451380552221,0.6876398890888888,0.6875498802873105,0.4136854741896759,0.577586661160873,0.5165642332483885,0.6766789079392228
0.6353541416566627,0.7234509842352307,0.727547931382442,0.4327731092436975,0.598476625766351,0.5427173503951825,0.6715045814772471
0.6678271308523409,0.7659068453311697,0.775522270398108,0.4723889555822329,0.6301536775530077,0.5871381677111309,0.6636382772355807
0.6889555822328931,0.7976539115045779,0.8129224652087476,0.4908763505402161,0.6536062377237177,0.6121257485029941,0.6548981757152553
0.7082833133253301,0.8282180723429828,0.8637316561844863,0.49459783913565425,0.6799008911740796,0.6290076335877862,0.6431116613502406
0.7192677070828332,0.8472023118971478,0.8862338760837386,0.5031212484993998,0.694322469948013,0.6418561911325522,0.6264761458639624
0.7398559423769507,0.8700918590725606,0.9034733441033925,0.5370948379351741,0.7167034503623744,0.6736937208251769,0.6030203207821941
0.7618847539015606,0.8800198014379821,0.9036077705827937,0.5863145258103242,0.7366410986226128,0.7111758281761922,0.5797692030674967
0.7563025210084033,0.8936204854090495,0.930964876867178,0.5536614645858343,0.7386086449113356,0.6943691659138814,0.5556364588120825
0.7692076830732293,0.9062271198995806,0.9384164222873901,0.5762304921968787,0.7526289108018573,0.714020081814801,0.5311433139295705
0.7810924369747899,0.9163749101081009,0.9422096317280453,0.5989195678271308,0.7648480015235556,0.7323302752293578,0.5114846370406958
0.7941776710684274,0.9231056047869328,0.9451407811080835,0.624609843937575,0.7780393138181703,0.7521503433321287,0.4834268406610212
0.8016806722689076,0.9289026342830049,0.94747150997151,0.6387755102040816,0.785833842083842,0.7630861895884125,0.46385283196626015
0.8019807923169268,0.9370022078459235,0.9596199524940617,0.6304921968787515,0.7897867935772884,0.7609939868144606,0.4496118395878933
0.8084033613445378,0.9420155889486648,0.9615522817103844,0.6424969987995198,0.7965459557879926,0.770293609671848,0.43869163196954297
0.8175270108043218,0.9462442912339005,0.9628981449072453,0.6605042016806723,0.8057461696614243,0.7835374537168899,0.4235487309856173
0.827250900360144,0.9497655532801355,0.9614082599864591,0.6818727490996399,0.8146217186942483,0.7978648686613289,0.4030996159231472
0.8303721488595438,0.9539022956121224,0.9659668134100914,0.6848739495798319,0.8191285318732979,0.801489182354594,0.3950071907869391
0.8426770708283313,0.9571106041456199,0.9664977937571498,0.7099639855942377,0.8311966329267448,0.8186033635545712,0.3802843067674989
0.8538415366146459,0.9593775301236942,0.9622079347655638,0.7366146458583434,0.840469134180252,0.8344325831236827,0.3639028599551509
0.8585234093637455,0.9618760709565941,0.9664219896923317,0.7428571428571429,0.8464849066285893,0.8400190049548634,0.35344519782937883
0.8675270108043217,0.9638442243644156,0.962671905697446,0.7647058823529411,0.8538079278862822,0.8523449521643139,0.3349069611678872
0.8660264105642257,0.9658109942656534,0.9683563748079878,0.7567827130852341,0.8544440080179538,0.8495956873315363,0.33666398601040765
0.8717887154861945,0.9675057682136481,0.9689582071471835,0.768187274909964,0.8602477271950573,0.8569706709521897,0.32634322118646625
0.8783313325330132,0.96948106973882,0.9689034369885434,0.7817527010804322,0.866566528411692,0.86532456315195,0.3135283165903134
0.8834333733493397,0.9711239838072083,0.9692918013517484,0.7919567827130852,0.8716588251521589,0.8716966173361522,0.3070634234192323
0.8917767106842737,0.9722898763346877,0.967483168600487,0.8108043217286914,0.8790373734366974,0.8822415257004768,0.29402890658113123
0.8964585834333734,0.9736957351968399,0.967445152158528,0.8205282112845138,0.8835519345742544,0.8879506333225073,0.280326303688714
0.9040816326530612,0.9751844459272304,0.9667221297836939,0.8369747899159664,0.8906346565248395,0.8971818298803242,0.2711600956623652
0.9030012004801921,0.9765119421117787,0.9700364043685242,0.8316926770708283,0.8909258354700043,0.8955532574974147,0.2633786519366347
0.9078631452581032,0.9776224655528477,0.9707634751281696,0.8410564225690276,0.8959386442674617,0.9012671254904483,0.2589486129501709
0.9163865546218487,0.978866245177543,0.9653830672212532,0.8637454981992797,0.9019725292505303,0.9117404802635747,0.24353875491031196
0.9169867947178871,0.9799119023359644,0.9694553318015948,0.8611044417767106,0.9042500714301128,0.9120732405111578,0.2448253111609625
0.921188475390156,0.9809161047372128,0.9676129548180727,0.8715486194477791,0.907547425207588,0.917071938356597,0.2312561510315169
0.924249699879952,0.9818363599941777,0.9672131147540983,0.8782713085234094,0.9103398736543797,0.9205989681640872,0.22213959290966334
0.9288715486194478,0.9829060267564409,0.965108709803411,0.8899159663865546,0.9139076669595061,0.9259883829866966,0.21386769371350253
0.9229291716686675,0.983611110710791,0.9730128893662728,0.8699879951980792,0.9115155353226145,0.9186208644948664,0.2188901202462008
0.9303721488595438,0.9844784684582116,0.969363707776905,0.8888355342136854,0.9171871419424014,0.9273547094188376,0.2082129317751903
0.9327130852340937,0.9852574186937681,0.9707457228679639,0.8923169267707083,0.9200543767199971,0.9298805279289423,0.20241785578749458
0.9348139255702281,0.9860441151250416,0.9725991649269311,0.8948379351740696,0.9228996609082046,0.9320995373264975,0.19663849920207005
0.9391956782713086,0.9868668115505506,0.9726133574473582,0.9038415366146458,0.9271675832198272,0.9369672080144359,0.19008915577572827
0.9417166866746699,0.9876964327147426,0.9726396917148362,0.9090036014405762,0.9296311819525498,0.9397455786534286,0.18199465676372376
0.9445378151260504,0.9882809858637331,0.9731663685152058,0.9142857142857143,0.9326092512139024,0.9428076256499134,0.17657571953982265
0.9456782713085234,0.9889252243514451,0.9757785467128027,0.9140456182472989,0.9348832958789052,0.9439037996652824,0.17658349562585599
0.947358943577431,0.9895819936618104,0.9763517832033747,0.9169267707082833,0.9367797022938026,0.9457066798737077,0.1727491682011434
0.9506002400960384,0.9901437982155646,0.9748260594560405,0.9250900360144058,0.9392568564427668,0.9493070526639975,0.16052937842471585
0.9500600240096039,0.9906839422443647,0.9766081871345029,0.9222088835534213,0.9395323041497301,0.9486292911830082,0.1586477050885736
0.9513805522208884,0.9912608068437458,0.978858889454916,0.9226890756302522,0.9418378660684855,0.949944382647386,0.15574011969985077
0.951920768307323,0.9917902142849938,0.979859783301466,0.9228091236494598,0.9428189861030455,0.9504791344667698,0.14946247577461239
0.9531212484993997,0.9922235400762948,0.9810118516630559,0.9241296518607443,0.9445173150182719,0.9517215800210175,0.14715576452757362
0.9569627851140456,0.9927636841050945,0.9804367032689638,0.9325330132052821,0.9480230865538188,0.9558850673721775,0.1394815201100422
0.9586434573829532,0.9932309634538088,0.9813531561043215,0.9350540216086435,0.950091204429359,0.9576443105674064,0.136965767648201
0.9613445378151261,0.9936940202251369,0.9801349325337332,0.9417767106842737,0.952179897446235,0.9605730378351904,0.13009611365095644
0.9618847539015606,0.9940936951010896,0.9831721712922266,0.9398559423769508,0.9541122363801731,0.9610262075738046,0.12689443947641135
0.9606842737094838,0.9944926638122236,0.9849614558321749,0.9356542617046819,0.9537562529118813,0.9596749368958936,0.1278169327713063
0.9648859543817527,0.9948942842443099,0.9832771745912892,0.945858343337335,0.9571117477316649,0.9642048583491404,0.11754899255026188
0.9669267707082834,0.9952116332727569,0.9834679925419515,0.9498199279711885,0.9592075338525715,0.966351145038168,0.11101089189807903
0.9638655462184874,0.995363494737631,0.9855491329479769,0.9415366146458584,0.95716228688007,0.9630402750491159,0.11656905633678585
0.9668067226890756,0.995496138431363,0.9837044408508521,0.9493397358943577,0.9591998461282758,0.9662166289938298,0.10917254126677402
0.9669867947178872,0.9956947869183688,0.9846748068776476,0.9487394957983193,0.9598301319032472,0.9663731963805331,0.10831447696649511
0.9675270108043217,0.9958455603129607,0.9851750342593746,0.9493397358943577,0.9605959388863305,0.9669254753316622,0.10775452340344562
0.9698679471788716,0.9960412256138951,0.9852467146045127,0.9540216086434574,0.9629358512559499,0.9693827762868993,0.10284026097365832
0.9689075630252101,0.9961686523348835,0.986183719193428,0.951140456182473,0.9624290044621284,0.9683451478856026,0.10384130213352502
0.9710684273709483,0.9962917844208511,0.9852832055404402,0.956422569027611,0.9641358101489421,0.9706384015594541,0.1005921849295805
0.9717286914765907,0.9964185914461824,0.9862640762281896,0.9567827130852341,0.9652490621294922,0.9712997379806226,0.0988615954343016
0.9714285714285714,0.9965344673283479,0.98709997519226,0.9553421368547419,0.9653471311620654,0.9709614446071254,0.09793658494854447
0.9732292917166867,0.9966362487371898,0.9870274277242401,0.9590636254501801,0.9670902905268853,0.9728446176327327,0.09379411255712995
